CustomerID,LastPurchase,Frequency,Monetary,AvgAmount,Recency,AvgInterval,Last3MonthsPurchases,ChurnFlag
C16688,2025-10-02,6,54800.0,9133.333333333334,30,40.2,3.0,0
C16689,2025-09-16,6,60800.0,10133.333333333334,46,49.4,1.0,0
C1669,2025-07-08,3,22300.0,7433.333333333333,116,60.0,0.0,1
C16690,2025-07-17,5,68200.0,13640.0,107,46.0,0.0,1
C16691,2025-10-28,7,70800.0,10114.285714285714,4,48.333333333333336,3.0,0
C16692,2025-08-03,7,91200.0,13028.57142857143,90,34.0,1.0,0
C16693,2025-07-07,4,49600.0,12400.0,117,46.666666666666664,0.0,1
C16694,2025-10-27,5,62400.0,12480.0,5,67.25,1.0,0
C16695,2025-10-17,9,80300.0,8922.222222222223,15,26.875,2.0,0
C16696,2025-09-28,5,47800.0,9560.0,34,51.75,2.0,0
C16697,2025-10-18,5,57600.0,11520.0,14,70.0,2.0,0
C16698,2025-03-08,3,34600.0,11533.333333333334,238,33.0,0.0,1
C16699,2025-10-02,3,29800.0,9933.333333333334,30,119.5,2.0,0
C1670,2025-09-05,4,49000.0,12250.0,57,45.0,1.0,0
C16700,2025-08-14,6,42400.0,7066.666666666667,79,35.6,3.0,0
C16701,2025-08-23,5,55600.0,11120.0,70,51.0,1.0,0
C16702,2025-08-30,7,79000.0,11285.714285714286,63,29.333333333333332,2.0,0
C16703,2025-10-26,8,75300.0,9412.5,6,34.285714285714285,4.0,0
C16704,2025-09-25,9,94200.0,10466.666666666666,37,25.25,1.0,0
C16705,2025-07-01,5,58500.0,11700.0,123,26.75,0.0,1
C16706,2025-10-16,4,50800.0,12700.0,16,58.0,2.0,0
C16707,2025-09-03,9,116500.0,12944.444444444445,59,29.625,2.0,0
C16708,2025-06-25,4,37900.0,9475.0,129,34.333333333333336,0.0,1
C16709,2025-04-12,5,52700.0,10540.0,203,24.0,0.0,1
C1671,2025-08-12,5,52100.0,10420.0,81,36.75,1.0,0
C16710,2025-10-10,7,67400.0,9628.57142857143,22,43.166666666666664,6.0,0
C16711,2025-10-24,6,72400.0,12066.666666666666,8,59.0,3.0,0
C16712,2025-10-01,7,67900.0,9700.0,31,32.166666666666664,3.0,0
C16713,2025-08-17,4,26800.0,6700.0,76,67.33333333333333,1.0,0
C16714,2025-09-12,3,36600.0,12200.0,50,10.5,3.0,0
C16715,2025-08-16,8,81400.0,10175.0,77,29.714285714285715,1.0,0
C16716,2025-10-29,8,86500.0,10812.5,3,39.142857142857146,3.0,0
C16717,2025-10-29,6,70000.0,11666.666666666666,3,47.0,2.0,0
C16718,2025-08-04,6,56700.0,9450.0,89,37.2,1.0,0
C16719,2025-08-13,4,20800.0,5200.0,80,69.0,1.0,0
C1672,2025-04-22,3,43000.0,14333.333333333334,193,52.5,0.0,1
C16720,2025-10-30,5,45000.0,9000.0,2,40.75,3.0,0
C16721,2025-09-16,12,142200.0,11850.0,46,18.90909090909091,4.0,0
C16722,2025-08-11,6,71400.0,11900.0,82,40.6,1.0,0
C16723,2025-10-26,4,36200.0,9050.0,6,61.0,1.0,0
C16724,2025-09-11,5,60800.0,12160.0,51,36.25,1.0,0
C16725,2025-05-23,7,62800.0,8971.42857142857,162,22.5,0.0,1
C16726,2025-10-21,7,93700.0,13385.714285714286,11,47.833333333333336,4.0,0
C16727,2025-10-08,9,104700.0,11633.333333333334,24,34.0,2.0,0
C16728,2025-10-27,2,18500.0,9250.0,5,119.0,1.0,0
C16729,2025-10-05,11,97300.0,8845.454545454546,27,25.6,1.0,0
C1673,2025-07-11,7,83000.0,11857.142857142857,113,30.0,0.0,1
C16730,2025-08-30,4,64000.0,16000.0,63,57.0,1.0,0
C16731,2025-10-21,4,29900.0,7475.0,11,92.33333333333333,1.0,0
C16732,2025-07-24,2,13100.0,6550.0,100,83.0,0.0,1
C16733,2025-10-17,8,72800.0,9100.0,15,35.142857142857146,4.0,0
C16734,2025-10-02,11,153200.0,13927.272727272728,30,24.3,3.0,0
C16735,2025-09-30,8,78600.0,9825.0,32,36.42857142857143,3.0,0
C16736,2025-09-06,8,106100.0,13262.5,56,35.42857142857143,3.0,0
C16737,2025-10-30,10,133900.0,13390.0,2,32.22222222222222,5.0,0
C16738,2025-09-15,5,38400.0,7680.0,47,64.0,2.0,0
C16739,2025-10-12,7,44900.0,6414.285714285715,20,40.166666666666664,3.0,0
C1674,2025-09-08,4,19800.0,4950.0,54,50.333333333333336,2.0,0
C16740,2025-10-17,3,43000.0,14333.333333333334,15,132.5,1.0,0
C16741,2025-07-19,5,38200.0,7640.0,105,47.0,0.0,1
C16742,2025-10-13,6,40300.0,6716.666666666667,19,48.6,2.0,0
C16743,2025-05-31,3,17700.0,5900.0,154,62.5,0.0,1
C16744,2025-10-11,3,28600.0,9533.333333333334,21,101.5,2.0,0
C16745,2025-09-25,8,71200.0,8900.0,37,34.714285714285715,2.0,0
C16746,2025-08-30,9,116200.0,12911.111111111111,63,25.25,3.0,0
C16747,2025-03-02,3,43200.0,14400.0,244,13.0,0.0,1
C16748,2025-10-04,1,14000.0,14000.0,28,41.833333333333336,1.0,0
C16749,2025-09-17,9,90500.0,10055.555555555555,45,30.375,1.0,0
C1675,2025-10-18,5,68500.0,13700.0,14,71.5,1.0,0
C16750,2025-07-08,3,24600.0,8200.0,116,78.0,0.0,1
C16751,2025-07-11,4,30900.0,7725.0,113,50.0,0.0,1
C16752,2025-10-18,10,106300.0,10630.0,14,27.333333333333332,4.0,0
C16753,2025-10-15,9,68000.0,7555.555555555556,17,35.0,2.0,0
C16754,2025-06-28,4,47800.0,11950.0,126,51.333333333333336,0.0,1
C16755,2025-08-17,8,82500.0,10312.5,76,32.142857142857146,1.0,0
C16756,2025-10-15,7,63800.0,9114.285714285714,17,46.333333333333336,3.0,0
C16757,2025-10-29,5,57900.0,11580.0,3,69.25,3.0,0
C16758,2025-08-18,5,43400.0,8680.0,75,37.0,1.0,0
C16759,2025-09-19,9,107000.0,11888.888888888889,43,29.0,4.0,0
C1676,2025-07-01,7,71100.0,10157.142857142857,123,22.833333333333332,0.0,1
C16760,2025-09-29,4,41100.0,10275.0,33,61.333333333333336,3.0,0
C16761,2025-10-14,4,36900.0,9225.0,18,81.33333333333333,3.0,0
C16762,2025-09-27,5,62300.0,12460.0,35,35.25,4.0,0
C16763,2025-09-29,4,35900.0,8975.0,33,74.0,2.0,0
C16764,2025-10-13,10,152700.0,15270.0,19,28.88888888888889,3.0,0
C16765,2025-08-29,3,24300.0,8100.0,64,107.0,1.0,0
C16766,2025-10-19,8,72700.0,9087.5,13,33.714285714285715,4.0,0
C16767,2025-06-21,3,20700.0,6900.0,133,34.0,0.0,1
C16768,2025-10-10,6,89800.0,14966.666666666666,22,46.4,2.0,0
C16769,2025-10-19,4,52100.0,13025.0,13,79.0,3.0,0
C1677,2025-10-24,5,42500.0,8500.0,8,58.75,2.0,0
C16770,2025-07-29,6,61800.0,10300.0,95,37.0,0.0,1
C16771,2025-09-19,8,72700.0,9087.5,43,31.714285714285715,4.0,0
C16772,2025-10-14,5,57600.0,11520.0,18,71.25,1.0,0
C16773,2025-10-24,8,75900.0,9487.5,8,42.285714285714285,2.0,0
C16774,2025-10-02,5,38400.0,7680.0,30,44.25,2.0,0
C16775,2025-10-29,4,39100.0,9775.0,3,95.0,1.0,0
C16776,2025-09-02,6,66300.0,11050.0,60,45.8,3.0,0
C16777,2025-09-25,4,31900.0,7975.0,37,54.333333333333336,2.0,0
C16778,2025-09-28,3,20500.0,6833.333333333333,34,40.5,2.0,0
C16779,2025-10-29,4,48200.0,12050.0,3,47.0,3.0,0
C1678,2025-10-18,6,66000.0,11000.0,14,55.0,3.0,0
C16780,2025-10-27,8,44400.0,5550.0,5,36.0,2.0,0
C16781,2025-08-12,3,47500.0,15833.333333333334,81,60.5,1.0,0
C16782,2025-09-12,5,55000.0,11000.0,50,42.5,3.0,0
C16783,2025-09-24,10,88900.0,8890.0,38,29.555555555555557,2.0,0
C16784,2025-09-25,7,68900.0,9842.857142857143,37,41.166666666666664,1.0,0
C16785,2025-08-28,5,67900.0,13580.0,65,39.75,1.0,0
C16786,2025-08-26,7,89100.0,12728.57142857143,67,38.666666666666664,2.0,0
C16787,2025-09-24,8,96500.0,12062.5,38,37.42857142857143,1.0,0
C16788,2025-10-09,6,72500.0,12083.333333333334,23,48.8,2.0,0
C16789,2025-10-17,5,37400.0,7480.0,15,59.75,2.0,0
C1679,2025-09-13,8,88000.0,11000.0,49,33.142857142857146,3.0,0
C16790,2025-09-26,10,109600.0,10960.0,36,27.555555555555557,3.0,0
C16791,2025-09-05,4,36500.0,9125.0,57,59.666666666666664,2.0,0
C16792,2025-08-04,10,107400.0,10740.0,89,23.22222222222222,1.0,0
C16793,2025-08-22,5,45800.0,9160.0,71,56.75,1.0,0
C16794,2025-10-07,7,83500.0,11928.57142857143,25,37.833333333333336,3.0,0
C16795,2025-09-28,7,55300.0,7900.0,34,44.5,2.0,0
C16796,2025-10-26,4,40200.0,10050.0,6,95.66666666666667,1.0,0
C16797,2025-09-24,5,59400.0,11880.0,38,57.5,1.0,0
C16798,2025-07-30,6,77900.0,12983.333333333334,94,30.2,0.0,1
C16799,2025-10-09,6,47900.0,7983.333333333333,23,48.8,2.0,0
C1680,2025-09-28,7,54300.0,7757.142857142857,34,45.0,3.0,0
C16800,2025-10-14,7,68700.0,9814.285714285714,18,34.833333333333336,2.0,0
C16801,2025-08-25,4,57000.0,14250.0,68,77.66666666666667,2.0,0
C16802,2025-09-06,6,73700.0,12283.333333333334,56,38.6,2.0,0
C16803,2025-08-07,7,75500.0,10785.714285714286,86,31.833333333333332,2.0,0
C16804,2025-10-22,6,81100.0,13516.666666666666,10,48.8,2.0,0
C16805,2025-10-01,7,73100.0,10442.857142857143,31,36.5,3.0,0
C16806,2025-04-19,3,41000.0,13666.666666666666,196,41.5,0.0,1
C16807,2025-10-23,7,80800.0,11542.857142857143,9,38.666666666666664,3.0,0
C16808,2025-09-09,5,35400.0,7080.0,53,60.25,3.0,0
C16809,2025-08-06,7,77300.0,11042.857142857143,87,35.5,1.0,0
C1681,2025-10-24,6,72700.0,12116.666666666666,8,55.0,1.0,0
C16810,2025-09-17,9,81900.0,9100.0,45,31.5,2.0,0
C16811,2025-08-20,5,64900.0,12980.0,73,24.25,1.0,0
C16812,2025-07-28,4,57300.0,14325.0,96,56.666666666666664,0.0,1
C16813,2025-06-13,5,69600.0,13920.0,141,36.0,0.0,1
C16814,2025-10-20,8,81700.0,10212.5,12,34.714285714285715,4.0,0
C16815,2025-08-09,7,100400.0,14342.857142857143,84,32.0,1.0,0
C16816,2025-09-11,6,58900.0,9816.666666666666,51,26.4,2.0,0
C16817,2025-08-01,7,88600.0,12657.142857142857,92,32.166666666666664,0.0,1
C16818,2025-08-12,6,68400.0,11400.0,81,22.0,1.0,0
C16819,2025-07-09,4,48900.0,12225.0,115,55.333333333333336,0.0,1
C1682,2025-08-11,4,43300.0,10825.0,82,65.66666666666667,1.0,0
C16820,2025-10-11,8,102600.0,12825.0,21,37.285714285714285,3.0,0
C16821,2025-10-22,7,66800.0,9542.857142857143,10,19.166666666666668,5.0,0
C16822,2025-08-10,6,87300.0,14550.0,83,31.8,1.0,0
C16823,2025-10-01,3,18000.0,6000.0,31,39.0,2.0,0
C16824,2025-05-08,3,41800.0,13933.333333333334,177,55.5,0.0,1
C16825,2025-06-24,4,36100.0,9025.0,130,39.666666666666664,0.0,1
C16826,2025-10-19,10,109900.0,10990.0,13,30.77777777777778,1.0,0
C16827,2025-09-30,6,60300.0,10050.0,32,48.6,1.0,0
C16828,2025-10-09,7,64600.0,9228.57142857143,23,35.0,3.0,0
C16829,2025-08-17,5,67900.0,13580.0,76,43.5,1.0,0
C1683,2025-09-13,7,62200.0,8885.714285714286,49,42.166666666666664,1.0,0
C16830,2025-10-05,3,30600.0,10200.0,27,27.0,3.0,0
C16831,2025-10-23,8,88400.0,11050.0,9,39.285714285714285,2.0,0
C16832,2025-10-11,10,136100.0,13610.0,21,30.666666666666668,2.0,0
C16833,2025-03-29,2,34100.0,17050.0,217,22.0,0.0,1
C16834,2025-09-07,7,92500.0,13214.285714285714,55,35.833333333333336,3.0,0
C16835,2025-06-29,4,24500.0,6125.0,125,52.0,0.0,1
C16836,2025-08-21,5,53000.0,10600.0,72,46.75,2.0,0
C16837,2025-09-22,9,83200.0,9244.444444444445,40,31.625,5.0,0
C16838,2025-10-29,5,45700.0,9140.0,3,38.25,3.0,0
C16839,2025-10-09,4,31500.0,7875.0,23,76.66666666666667,1.0,0
C1684,2025-10-03,7,79400.0,11342.857142857143,29,39.0,2.0,0
C16840,2025-09-24,11,90300.0,8209.09090909091,38,26.5,3.0,0
C16841,2025-09-12,6,77700.0,12950.0,50,42.6,2.0,0
C16842,2025-08-19,3,14700.0,4900.0,74,41.5,1.0,0
C16843,2025-05-08,5,64900.0,12980.0,177,14.25,0.0,1
C16844,2025-10-25,5,53100.0,10620.0,7,45.25,2.0,0
C16845,2025-06-10,7,78500.0,11214.285714285714,144,25.833333333333332,0.0,1
C16846,2025-08-31,6,77600.0,12933.333333333334,62,46.6,3.0,0
C16847,2025-10-21,7,75700.0,10814.285714285714,11,27.333333333333332,3.0,0
C16848,2025-07-06,5,42500.0,8500.0,118,44.25,0.0,1
C16849,2025-08-04,2,11000.0,5500.0,89,89.0,1.0,0
C1685,2025-10-24,3,13600.0,4533.333333333333,8,114.5,1.0,0
C16850,2025-10-09,9,92300.0,10255.555555555555,23,33.25,4.0,0
C16851,2025-10-30,3,31700.0,10566.666666666666,2,70.5,2.0,0
C16852,2025-10-22,9,123400.0,13711.111111111111,10,35.5,3.0,0
C16853,2025-10-06,5,47000.0,9400.0,26,69.5,2.0,0
C16854,2025-10-23,7,85500.0,12214.285714285714,9,33.833333333333336,2.0,0
C16855,2025-09-29,7,59300.0,8471.42857142857,33,33.666666666666664,2.0,0
C16856,2025-10-08,7,47800.0,6828.571428571428,24,36.166666666666664,4.0,0
C16857,2025-08-22,8,106400.0,13300.0,71,26.571428571428573,1.0,0
C16858,2025-10-22,7,66000.0,9428.57142857143,10,46.166666666666664,1.0,0
C16859,2025-08-07,4,58400.0,14600.0,86,72.33333333333333,1.0,0
C1686,2025-09-10,4,46300.0,11575.0,52,74.0,1.0,0
C16860,2025-10-08,4,45700.0,11425.0,24,85.33333333333333,1.0,0
C16861,2025-10-23,5,51900.0,10380.0,9,73.5,2.0,0
C16862,2025-10-22,6,77700.0,12950.0,10,53.2,2.0,0
C16863,2025-10-30,7,82200.0,11742.857142857143,2,45.5,3.0,0
C16864,2025-09-22,6,44300.0,7383.333333333333,40,45.0,1.0,0
C16865,2025-07-26,3,27100.0,9033.333333333334,98,47.5,0.0,1
C16866,2025-10-01,6,72300.0,12050.0,31,46.2,1.0,0
C16867,2025-08-08,5,52200.0,10440.0,85,51.5,1.0,0
C16868,2025-09-25,6,41900.0,6983.333333333333,37,53.0,3.0,0
C16869,2025-09-02,4,61600.0,15400.0,60,75.33333333333333,3.0,0
C1687,2025-10-26,6,95100.0,15850.0,6,57.2,1.0,0
C16870,2025-06-07,4,38500.0,9625.0,147,25.666666666666668,0.0,1
C16871,2025-06-22,11,142100.0,12918.181818181818,132,16.3,0.0,1
C16872,2025-07-26,6,54900.0,9150.0,98,40.2,0.0,1
C16873,2025-09-11,7,62900.0,8985.714285714286,51,23.666666666666668,3.0,0
C16874,2025-09-23,4,31500.0,7875.0,39,80.66666666666667,2.0,0
C16875,2025-10-14,9,104500.0,11611.111111111111,18,33.375,3.0,0
C16876,2025-10-16,11,117600.0,10690.90909090909,16,28.1,4.0,0
C16877,2025-09-28,7,63500.0,9071.42857142857,34,44.333333333333336,2.0,0
C16878,2025-10-13,10,120900.0,12090.0,19,31.555555555555557,6.0,0
C16879,2025-09-24,4,55000.0,13750.0,38,79.33333333333333,1.0,0
C1688,2025-08-16,6,81700.0,13616.666666666666,77,32.2,1.0,0
C16880,2025-10-23,8,89000.0,11125.0,9,40.857142857142854,3.0,0
C16881,2025-06-29,6,74700.0,12450.0,125,34.6,0.0,1
C16882,2025-09-28,4,40300.0,10075.0,34,78.33333333333333,3.0,0
C16883,2025-10-07,10,97400.0,9740.0,25,24.666666666666668,4.0,0
C16884,2025-10-13,8,103400.0,12925.0,19,40.714285714285715,1.0,0
C16885,2025-10-21,4,39500.0,9875.0,11,93.0,2.0,0
C16886,2025-10-02,6,65700.0,10950.0,30,37.0,1.0,0
C16887,2025-07-19,4,49200.0,12300.0,105,22.666666666666668,0.0,1
C16888,2025-09-02,5,56900.0,11380.0,60,56.25,1.0,0
C16889,2025-10-29,6,48300.0,8050.0,3,48.6,3.0,0
C1689,2025-09-24,4,47900.0,11975.0,38,43.333333333333336,1.0,0
C16890,2025-08-17,8,61400.0,7675.0,76,31.285714285714285,1.0,0
C16891,2025-07-19,5,53400.0,10680.0,105,37.0,0.0,1
C16892,2025-10-29,6,41800.0,6966.666666666667,3,54.2,1.0,0
C16893,2025-10-26,6,51300.0,8550.0,6,47.0,2.0,0
C16894,2025-10-14,5,66900.0,13380.0,18,42.0,3.0,0
C16895,2025-07-22,6,43500.0,7250.0,102,33.0,0.0,1
C16896,2025-07-10,4,49300.0,12325.0,114,53.0,0.0,1
C16897,2025-07-14,4,44900.0,11225.0,110,38.0,0.0,1
C16898,2025-06-03,6,71100.0,11850.0,151,30.6,0.0,1
C16899,2025-10-01,10,99400.0,9940.0,31,25.0,4.0,0
C1690,2025-08-04,6,56500.0,9416.666666666666,89,39.4,1.0,0
C16900,2025-10-12,5,46800.0,9360.0,20,54.0,1.0,0
C16901,2025-10-11,5,39100.0,7820.0,21,29.75,3.0,0
C16902,2025-09-18,5,59400.0,11880.0,44,50.25,1.0,0
C16903,2025-10-26,5,54900.0,10980.0,6,57.75,3.0,0
C16904,2025-10-25,3,33000.0,11000.0,7,98.0,2.0,0
C16905,2025-09-12,5,36200.0,7240.0,50,63.25,2.0,0
C16906,2025-08-23,6,63700.0,10616.666666666666,70,37.8,1.0,0
C16907,2025-08-19,8,70800.0,8850.0,74,32.0,2.0,0
C16908,2025-08-17,5,50200.0,10040.0,76,40.0,2.0,0
C16909,2025-10-19,10,80600.0,8060.0,13,31.0,3.0,0
C1691,2025-10-05,4,35900.0,8975.0,27,83.0,1.0,0
C16910,2025-09-23,4,45900.0,11475.0,39,55.0,1.0,0
C16911,2025-09-29,6,62300.0,10383.333333333334,33,42.0,2.0,0
C16912,2025-09-06,5,36600.0,7320.0,56,56.75,1.0,0
C16913,2025-09-10,6,62100.0,10350.0,52,45.2,1.0,0
C16914,2025-10-13,7,82600.0,11800.0,19,43.666666666666664,3.0,0
C16915,2025-09-06,5,72100.0,14420.0,56,60.0,1.0,0
C16916,2025-10-08,7,59400.0,8485.714285714286,24,37.5,3.0,0
C16917,2025-07-07,4,54000.0,13500.0,117,42.0,0.0,1
C16918,2025-09-18,8,60500.0,7562.5,44,21.571428571428573,3.0,0
C16919,2025-10-27,7,44000.0,6285.714285714285,5,19.166666666666668,5.0,0
C1692,2025-10-09,5,43400.0,8680.0,23,65.5,1.0,0
C16920,2025-08-25,4,56600.0,14150.0,68,76.33333333333333,1.0,0
C16921,2025-09-27,9,88300.0,9811.111111111111,35,33.5,1.0,0
C16922,2025-10-19,4,56300.0,14075.0,13,82.0,2.0,0
C16923,2025-09-12,8,107500.0,13437.5,50,21.285714285714285,1.0,0
C16924,2025-10-06,4,42800.0,10700.0,26,87.0,1.0,0
C16925,2025-10-25,9,103000.0,11444.444444444445,7,23.375,3.0,0
C16926,2025-04-18,8,91700.0,11462.5,197,12.285714285714286,0.0,1
C16927,2025-09-15,9,87300.0,9700.0,47,26.875,2.0,0
C16928,2025-10-11,4,45100.0,11275.0,21,55.333333333333336,2.0,0
C16929,2025-09-29,6,50800.0,8466.666666666666,33,49.0,2.0,0
C1693,2025-06-19,4,55300.0,13825.0,135,47.666666666666664,0.0,1
C16930,2025-10-17,11,67600.0,6145.454545454545,15,26.3,1.0,0
C16931,2025-08-01,5,50700.0,10140.0,92,44.75,0.0,1
C16932,2025-06-14,3,33100.0,11033.333333333334,140,44.5,0.0,1
C16933,2025-08-09,5,63000.0,12600.0,84,54.25,1.0,0
C16934,2025-08-16,6,54900.0,9150.0,77,43.0,1.0,0
C16935,2025-10-20,5,45600.0,9120.0,12,16.75,5.0,0
C16936,2025-08-12,7,66500.0,9500.0,81,35.833333333333336,1.0,0
C16937,2025-09-11,9,98100.0,10900.0,51,31.625,2.0,0
C16938,2025-08-12,6,59100.0,9850.0,81,44.4,1.0,0
C16939,2025-10-02,6,55600.0,9266.666666666666,30,54.0,3.0,0
C1694,2025-08-16,5,41600.0,8320.0,77,28.5,1.0,0
C16940,2025-10-21,7,59600.0,8514.285714285714,11,39.5,2.0,0
C16941,2025-10-18,3,49600.0,16533.333333333332,14,47.0,2.0,0
C16942,2025-09-18,6,57600.0,9600.0,44,48.2,2.0,0
C16943,2025-10-22,14,139400.0,9957.142857142857,10,22.153846153846153,3.0,0
C16944,2025-10-18,6,35900.0,5983.333333333333,14,53.4,1.0,0
C16945,2025-10-11,6,46500.0,7750.0,21,51.0,2.0,0
C16946,2025-09-08,6,87800.0,14633.333333333334,54,41.6,1.0,0
C16947,2025-09-09,7,69400.0,9914.285714285714,53,24.333333333333332,3.0,0
C16948,2025-10-11,10,128600.0,12860.0,21,30.333333333333332,3.0,0
C16949,2025-10-23,10,102700.0,10270.0,9,31.77777777777778,3.0,0
C1695,2025-08-05,9,84600.0,9400.0,88,20.625,1.0,0
C16950,2025-10-30,4,24300.0,6075.0,2,49.0,2.0,0
C16951,2025-06-15,5,66600.0,13320.0,139,32.25,0.0,1
C16952,2025-10-24,8,84100.0,10512.5,8,34.0,2.0,0
C16953,2025-10-07,6,71900.0,11983.333333333334,25,39.0,3.0,0
C16954,2025-09-14,4,26500.0,6625.0,48,82.0,2.0,0
C16955,2025-07-30,9,73700.0,8188.888888888889,94,25.0,0.0,1
C16956,2025-10-22,7,68200.0,9742.857142857143,10,36.833333333333336,6.0,0
C16957,2025-10-24,7,102600.0,14657.142857142857,8,47.5,2.0,0
C16958,2025-08-28,4,60200.0,15050.0,65,31.333333333333332,2.0,0
C16959,2025-08-08,7,60700.0,8671.42857142857,85,25.333333333333332,1.0,0
C1696,2025-10-17,9,104700.0,11633.333333333334,15,19.875,5.0,0
C16960,2025-10-17,11,104800.0,9527.272727272728,15,28.7,1.0,0
C16961,2025-04-14,3,30200.0,10066.666666666666,201,47.5,0.0,1
C16962,2025-09-12,3,37100.0,12366.666666666666,50,73.0,1.0,0
C16963,2025-10-21,5,46000.0,9200.0,11,68.0,3.0,0
C16964,2025-10-09,9,90000.0,10000.0,23,17.375,6.0,0
C16965,2025-10-05,6,55900.0,9316.666666666666,27,44.8,2.0,0
C16966,2025-10-13,4,51500.0,12875.0,19,71.0,3.0,0
C16967,2025-07-28,6,69500.0,11583.333333333334,96,28.2,0.0,1
C16968,2025-10-07,4,40500.0,10125.0,25,84.0,2.0,0
C16969,2025-08-19,8,47400.0,5925.0,74,27.428571428571427,1.0,0
C1697,2025-10-11,10,83100.0,8310.0,21,31.333333333333332,3.0,0
C16970,2025-09-15,7,72100.0,10300.0,47,36.833333333333336,1.0,0
C16971,2025-08-15,6,42800.0,7133.333333333333,78,33.8,1.0,0
C16972,2025-10-22,9,87900.0,9766.666666666666,10,31.0,4.0,0
C16973,2025-10-25,6,48000.0,8000.0,7,53.2,3.0,0
C16974,2025-09-30,7,56500.0,8071.428571428572,32,45.0,1.0,0
C16975,2025-06-01,4,56700.0,14175.0,153,35.666666666666664,0.0,1
C16976,2025-08-30,3,19900.0,6633.333333333333,63,110.5,1.0,0
C16977,2025-10-05,8,78400.0,9800.0,27,24.142857142857142,1.0,0
C16978,2025-09-26,5,42100.0,8420.0,36,58.25,2.0,0
C16979,2025-10-22,13,145300.0,11176.923076923076,10,17.416666666666668,4.0,0
C1698,2025-09-17,5,52400.0,10480.0,45,60.75,2.0,0
C16980,2025-08-19,7,58600.0,8371.42857142857,74,30.0,1.0,0
C16981,2025-10-26,6,51500.0,8583.333333333334,6,53.0,1.0,0
C16982,2025-10-06,7,70900.0,10128.57142857143,26,46.0,3.0,0
C16983,2025-10-17,10,112800.0,11280.0,15,27.444444444444443,4.0,0
C16984,2025-09-02,4,34400.0,8600.0,60,60.666666666666664,2.0,0
C16985,2025-07-30,8,98600.0,12325.0,94,29.0,0.0,1
C16986,2025-09-13,4,43400.0,10850.0,49,79.0,1.0,0
C16987,2025-05-12,4,42400.0,10600.0,173,35.0,0.0,1
C16988,2025-10-05,7,98100.0,14014.285714285714,27,44.0,1.0,0
C16989,2025-08-30,5,45300.0,9060.0,63,42.5,3.0,0
C1699,2025-10-12,12,133300.0,11108.333333333334,20,24.90909090909091,2.0,0
C16990,2025-10-29,7,50900.0,7271.428571428572,3,32.0,3.0,0
C16991,2025-10-14,4,60400.0,15100.0,18,55.0,1.0,0
C16992,2025-08-15,3,26300.0,8766.666666666666,78,42.5,1.0,0
C16993,2025-10-14,6,54400.0,9066.666666666666,18,48.2,3.0,0
C16994,2025-09-12,7,75700.0,10814.285714285714,50,37.833333333333336,2.0,0
C16995,2025-09-04,1,14300.0,14300.0,58,41.833333333333336,1.0,0
C16996,2025-08-28,3,28300.0,9433.333333333334,65,26.5,2.0,0
C16997,2025-05-21,5,71500.0,14300.0,164,32.75,0.0,1
C16998,2025-07-21,4,46200.0,11550.0,103,57.0,0.0,1
C16999,2025-08-09,2,28300.0,14150.0,84,19.0,1.0,0
C1700,2025-08-15,2,28300.0,14150.0,78,44.0,1.0,0
C17000,2025-10-18,6,82000.0,13666.666666666666,14,51.8,1.0,0
C17001,2025-08-24,5,54600.0,10920.0,69,33.75,4.0,0
C17002,2025-10-29,7,73500.0,10500.0,3,42.166666666666664,3.0,0
C17003,2025-10-17,7,51200.0,7314.285714285715,15,32.5,5.0,0
C17004,2025-08-06,8,86900.0,10862.5,87,30.142857142857142,1.0,0
C17005,2025-10-05,6,76700.0,12783.333333333334,27,38.8,2.0,0
C17006,2025-09-30,5,60500.0,12100.0,32,59.75,2.0,0
C17007,2025-09-11,2,11200.0,5600.0,51,10.0,2.0,0
C17008,2025-09-22,5,69500.0,13900.0,40,65.5,1.0,0
C17009,2025-10-01,6,57000.0,9500.0,31,51.8,1.0,0
C1701,2025-06-08,8,48400.0,6050.0,146,22.428571428571427,0.0,1
C17010,2025-10-01,5,55700.0,11140.0,31,64.25,2.0,0
C17011,2025-10-23,8,98600.0,12325.0,9,36.714285714285715,2.0,0
C17012,2025-10-30,6,83000.0,13833.333333333334,2,37.8,2.0,0
C17013,2025-08-15,4,37300.0,9325.0,78,74.66666666666667,1.0,0
C17014,2025-10-30,5,44500.0,8900.0,2,74.25,3.0,0
C17015,2025-10-29,4,53100.0,13275.0,3,86.0,1.0,0
C17016,2025-08-29,9,81200.0,9022.222222222223,64,27.75,2.0,0
C17017,2025-08-15,3,38100.0,12700.0,78,102.5,1.0,0
C17018,2025-10-09,9,78800.0,8755.555555555555,23,33.25,4.0,0
C17019,2025-09-04,4,34700.0,8675.0,58,78.33333333333333,1.0,0
C1702,2025-10-16,6,55900.0,9316.666666666666,16,49.6,2.0,0
C17020,2025-09-21,6,75300.0,12550.0,41,39.0,2.0,0
C17021,2025-10-22,5,51100.0,10220.0,10,66.5,2.0,0
C17022,2025-09-23,6,32400.0,5400.0,39,30.8,2.0,0
C17023,2025-10-21,9,110300.0,12255.555555555555,11,36.375,1.0,0
C17024,2025-08-31,3,28100.0,9366.666666666666,62,84.0,1.0,0
C17025,2025-07-30,6,51900.0,8650.0,94,37.8,0.0,1
C17026,2025-09-03,9,103300.0,11477.777777777777,59,26.125,1.0,0
